Player,Year,PPG,APG,RPG,SPG,BPG,FG%,eFG%,2P%,3P%,FT%,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
Arnett Moultrie,2013,3.702127659574468,0.2127659574468085,3.0851063829787235,0.3617021276595745,0.2127659574468085,0.582,0.582,0.582,,0.643,174,10,145.0,17.0,10.0,78,134,542.0,47,0.0,0.0,78,134
Kevin Murphy,2013,0.8823529411764706,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.0,0.25,0.268,0.261,0.2,,15,2,4.0,1.0,0.0,7,28,52.0,17,1.0,5.0,6,23
Andrew Nicholson,2013,7.826666666666667,0.5866666666666667,3.44,0.32,0.4266666666666667,0.527,0.527,0.527,,0.798,587,44,258.0,24.0,32.0,256,486,1249.0,75,0.0,0.0,256,486
Kyle O'Quinn,2013,4.0701754385964914,0.9122807017543859,3.6666666666666665,0.19298245614035087,0.45614035087719296,0.513,0.513,0.515,0.0,0.667,232,52,209.0,11.0,26.0,101,197,638.0,57,0.0,1.0,101,196
Tim Ohlbrecht,2013,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.333,0.333,0.333,,1.0,3,1,1.0,1.0,0.0,1,3,12.0,3,0.0,0.0,1,3
Miles Plumlee,2013,0.9285714285714286,0.14285714285714285,1.5714285714285714,0.0,0.21428571428571427,0.238,0.238,0.238,,0.75,13,2,22.0,0.0,3.0,5,21,55.0,14,0.0,0.0,5,21
Pablo Prigioni,2013,3.5256410256410255,3.0256410256410255,1.8333333333333333,0.8846153846153846,0.02564102564102564,0.455,0.575,0.547,0.396,0.88,275,236,143.0,69.0,2.0,100,220,1263.0,78,53.0,134.0,47,86
Austin Rivers,2013,6.180327868852459,2.081967213114754,1.7868852459016393,0.4262295081967213,0.14754098360655737,0.372,0.408,0.385,0.326,0.546,377,127,109.0,26.0,9.0,145,390,1418.0,61,28.0,86.0,117,304
Brian Roberts,2013,7.115384615384615,2.8076923076923075,1.2435897435897436,0.47435897435897434,0.038461538461538464,0.417,0.475,0.43,0.386,0.909,555,219,97.0,37.0,3.0,213,511,1324.0,78,59.0,153.0,154,358
Thomas Robinson,2013,4.757142857142857,0.6571428571428571,4.5,0.5857142857142857,0.37142857142857144,0.43,0.43,0.431,0.0,0.523,333,46,315.0,41.0,26.0,138,321,1056.0,70,0.0,1.0,138,320
Terrence Ross,2013,6.397260273972603,0.726027397260274,1.9726027397260273,0.589041095890411,0.1917808219178082,0.407,0.478,0.464,0.332,0.714,467,53,144.0,43.0,14.0,186,457,1239.0,73,65.0,196.0,121,261
Robert Sacre,2013,1.34375,0.1875,1.0625,0.0,0.3125,0.375,0.375,0.375,,0.636,43,6,34.0,0.0,10.0,18,48,203.0,32,0.0,0.0,18,48
Mike Scott,2013,4.575,0.3,2.75,0.1,0.05,0.476,0.476,0.479,0.0,0.768,183,12,110.0,4.0,2.0,70,147,376.0,40,0.0,1.0,70,146
Tornike Shengelia,2013,1.5789473684210527,0.15789473684210525,1.2105263157894737,0.15789473684210525,0.05263157894736842,0.435,0.457,0.429,0.5,0.563,30,3,23.0,3.0,1.0,10,23,93.0,19,1.0,2.0,9,21
Alexey Shved,2013,8.636363636363637,3.7142857142857144,2.272727272727273,0.7012987012987013,0.35064935064935066,0.372,0.439,0.435,0.295,0.72,665,286,175.0,54.0,27.0,236,635,1840.0,77,85.0,288.0,151,347
Henry Sims,2013,2.0,0.0,1.0,0.0,0.0,0.667,0.667,0.667,,,4,0,2.0,0.0,0.0,2,3,5.0,2,0.0,0.0,2,3
Kyle Singler,2013,8.78048780487805,0.9390243902439024,4.024390243902439,0.6951219512195121,0.45121951219512196,0.428,0.483,0.464,0.35,0.806,720,77,330.0,57.0,37.0,275,642,2293.0,82,70.0,200.0,205,442
Jared Sullinger,2013,6.0,0.7777777777777778,5.866666666666666,0.4888888888888889,0.4888888888888889,0.493,0.496,0.5,0.2,0.746,270,35,264.0,22.0,22.0,111,225,892.0,45,1.0,5.0,110,220
Jeffery Taylor,2013,6.12987012987013,0.8181818181818182,1.948051948051948,0.6103896103896104,0.19480519480519481,0.431,0.497,0.486,0.344,0.728,472,63,150.0,47.0,15.0,172,399,1507.0,77,53.0,154.0,119,245
Tyshawn Taylor,2013,2.236842105263158,0.5526315789473685,0.47368421052631576,0.34210526315789475,0.0,0.368,0.402,0.351,0.462,0.556,85,21,18.0,13.0,0.0,32,87,221.0,38,6.0,13.0,26,74
Marquis Teague,2013,2.0625,1.3125,0.9166666666666666,0.1875,0.14583333333333334,0.381,0.398,0.433,0.174,0.563,99,63,44.0,9.0,7.0,43,113,392.0,48,4.0,23.0,39,90
Mirza Teletovic,2013,3.547169811320755,0.4339622641509434,1.7924528301886793,0.24528301886792453,0.1509433962264151,0.384,0.484,0.442,0.343,0.818,188,23,95.0,13.0,8.0,71,185,499.0,53,37.0,108.0,34,77
Jonas Valanciunas,2013,8.935483870967742,0.7258064516129032,6.0,0.27419354838709675,1.2580645161290323,0.557,0.557,0.557,,0.789,554,45,372.0,17.0,78.0,204,366,1482.0,62,0.0,0.0,204,366
Jarvis Varnado,2013,0.6153846153846154,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.15384615384615385,0.429,0.429,0.429,,0.5,8,3,9.0,1.0,2.0,3,7,58.0,13,0.0,0.0,3,7
Dion Waiters,2013,14.655737704918034,3.0,2.442622950819672,0.9672131147540983,0.26229508196721313,0.412,0.451,0.446,0.31,0.746,894,183,149.0,59.0,16.0,336,815,1756.0,61,63.0,203.0,273,612
Maalik Wayns,2013,2.814814814814815,1.0,0.25925925925925924,0.2222222222222222,0.0,0.295,0.335,0.333,0.226,0.895,76,27,7.0,6.0,0.0,26,88,202.0,27,7.0,31.0,19,57
Tony Wroten,2013,2.6,1.2285714285714286,0.8,0.22857142857142856,0.11428571428571428,0.384,0.407,0.414,0.25,0.724,91,43,28.0,8.0,4.0,33,86,272.0,35,4.0,16.0,29,70
Luke Zeller,2013,1.1875,0.1875,0.625,0.0,0.0,0.346,0.365,0.381,0.2,,19,3,10.0,0.0,0.0,9,26,58.0,16,1.0,5.0,8,21
Tyler Zeller,2013,7.922077922077922,1.2467532467532467,5.688311688311688,0.45454545454545453,0.9090909090909091,0.438,0.438,0.441,0.0,0.764,610,96,438.0,35.0,70.0,245,559,2033.0,77,0.0,4.0,245,555
Steven Adams,2014,3.271604938271605,0.5308641975308642,4.098765432098766,0.49382716049382713,0.7037037037037037,0.503,0.503,0.503,,0.581,265,43,332.0,40.0,57.0,93,185,1197.0,81,0.0,0.0,93,185
Giannis Antetokounmpo,2014,6.818181818181818,1.948051948051948,4.402597402597403,0.7792207792207793,0.7922077922077922,0.414,0.463,0.44,0.347,0.683,525,150,339.0,60.0,61.0,173,418,1897.0,77,41.0,118.0,132,300
Pero Antic,2014,7.04,1.16,4.18,0.38,0.24,0.418,0.514,0.545,0.327,0.758,352,58,209.0,19.0,12.0,123,294,925.0,50,56.0,171.0,67,123
Chris Babb,2014,1.5714285714285714,0.21428571428571427,1.2142857142857142,0.42857142857142855,0.0,0.267,0.367,0.667,0.222,,22,3,17.0,6.0,0.0,8,30,132.0,14,6.0,27.0,2,3
Anthony Bennett,2014,4.173076923076923,0.3269230769230769,2.980769230769231,0.40384615384615385,0.15384615384615385,0.356,0.384,0.39,0.245,0.638,217,17,155.0,21.0,8.0,80,225,663.0,52,13.0,53.0,67,172
Vander Blue,2014,1.6666666666666667,0.3333333333333333,1.0,0.0,0.0,0.5,0.5,0.667,0.0,0.2,5,1,3.0,0.0,0.0,2,4,15.0,3,0.0,1.0,2,3
Lorenzo Brown,2014,2.4615384615384617,1.5769230769230769,1.0769230769230769,0.5,0.11538461538461539,0.302,0.32,0.411,0.1,0.692,64,41,28.0,13.0,3.0,26,86,224.0,26,3.0,30.0,23,56
Reggie Bullock,2014,2.6744186046511627,0.27906976744186046,1.255813953488372,0.20930232558139536,0.023255813953488372,0.355,0.446,0.438,0.301,0.778,115,12,54.0,9.0,1.0,43,121,395.0,43,22.0,73.0,21,48
Trey Burke,2014,12.785714285714286,5.6571428571428575,2.9714285714285715,0.6,0.08571428571428572,0.38,0.442,0.41,0.33,0.903,895,396,208.0,42.0,6.0,341,897,2262.0,70,111.0,336.0,230,561
Dwight Buycks,2014,3.0714285714285716,0.7142857142857143,1.6428571428571428,0.5714285714285714,0.0,0.313,0.365,0.323,0.294,0.889,43,10,23.0,8.0,0.0,15,48,146.0,14,5.0,17.0,10,31
Nick Calathes,2014,4.887323943661972,2.915492957746479,1.9295774647887325,0.9295774647887324,0.11267605633802817,0.457,0.487,0.492,0.311,0.611,347,207,137.0,66.0,8.0,142,311,1173.0,71,19.0,61.0,123,250
Kentavious Caldwell-Pope,2014,5.875,0.6875,1.95,0.9375,0.15,0.396,0.46,0.447,0.319,0.77,470,55,156.0,75.0,12.0,182,460,1583.0,80,59.0,185.0,123,275
Isaiah Canaan,2014,4.590909090909091,1.0,1.0909090909090908,0.36363636363636365,0.18181818181818182,0.356,0.46,0.406,0.327,0.724,101,22,24.0,8.0,4.0,31,87,252.0,22,18.0,55.0,13,32
Michael Carter-Williams,2014,16.67142857142857,6.3,6.242857142857143,1.8571428571428572,0.6142857142857143,0.405,0.431,0.44,0.264,0.703,1167,441,437.0,130.0,43.0,427,1054,2414.0,70,55.0,208.0,372,846
Dionte Christmas,2014,2.2903225806451615,0.25806451612903225,1.2258064516129032,0.06451612903225806,0.0967741935483871,0.355,0.427,0.419,0.29,0.75,71,8,38.0,2.0,3.0,22,62,198.0,31,9.0,31.0,13,31
Ian Clark,2014,2.9565217391304346,0.6521739130434783,0.8260869565217391,0.34782608695652173,0.08695652173913043,0.388,0.47,0.417,0.355,0.714,68,15,19.0,8.0,2.0,26,67,172.0,23,11.0,31.0,15,36
Robert Covington,2014,2.2857142857142856,0.0,0.7142857142857143,0.2857142857142857,0.0,0.429,0.571,0.667,0.364,,16,0,5.0,2.0,0.0,6,14,34.0,7,4.0,11.0,2,3
Allen Crabbe,2014,2.2,0.4,0.6,0.13333333333333333,0.06666666666666667,0.364,0.455,0.316,0.429,0.75,33,6,9.0,2.0,1.0,12,33,100.0,15,6.0,14.0,6,19
Seth Curry,2014,1.5,0.0,0.5,1.0,0.0,0.333,0.5,0.0,1.0,,3,0,1.0,2.0,0.0,1,3,13.0,2,1.0,1.0,0,2
Troy Daniels,2014,8.4,1.0,0.8,0.0,0.0,0.484,0.677,0.5,0.48,,42,5,4.0,0.0,0.0,15,31,75.0,5,12.0,25.0,3,6
Luigi Datome,2014,2.4411764705882355,0.3235294117647059,1.3529411764705883,0.17647058823529413,0.029411764705882353,0.351,0.387,0.466,0.179,0.8,83,11,46.0,6.0,1.0,34,97,238.0,34,7.0,39.0,27,58
Brandon Davies,2014,2.823529411764706,0.5490196078431373,2.1372549019607843,0.47058823529411764,0.1568627450980392,0.422,0.43,0.441,0.2,0.642,144,28,109.0,24.0,8.0,54,128,575.0,51,2.0,10.0,52,118
Dewayne Dedmon,2014,3.129032258064516,0.16129032258064516,4.096774193548387,0.22580645161290322,0.7096774193548387,0.458,0.458,0.458,,0.656,97,5,127.0,7.0,22.0,38,83,390.0,31,0.0,0.0,38,83
Matthew Dellavedova,2014,4.708333333333333,2.5972222222222223,1.7083333333333333,0.4583333333333333,0.06944444444444445,0.412,0.508,0.461,0.368,0.792,339,187,123.0,33.0,5.0,122,296,1271.0,72,57.0,155.0,65,141
Gorgui Dieng,2014,4.766666666666667,0.65,5.0,0.5,0.8333333333333334,0.498,0.5,0.496,1.0,0.634,286,39,300.0,30.0,50.0,113,227,818.0,60,1.0,1.0,112,226
Shane Edwards,2014,1.0,0.0,1.0,0.0,0.0,0.333,0.333,0.333,,,2,0,2.0,0.0,0.0,1,3,12.0,2,0.0,0.0,1,3
Vitor Faverani,2014,4.4324324324324325,0.43243243243243246,3.4594594594594597,0.3783783783783784,0.7297297297297297,0.435,0.476,0.486,0.3,0.649,164,16,128.0,14.0,27.0,64,147,488.0,37,12.0,40.0,52,107
Carrick Felix,2014,2.7142857142857144,0.5714285714285714,0.8571428571428571,0.0,0.0,0.5,0.571,0.556,0.4,0.75,19,4,6.0,0.0,0.0,7,14,38.0,7,2.0,5.0,5,9
Jamaal Franklin,2014,1.8571428571428572,0.2857142857142857,1.0952380952380953,0.19047619047619047,0.09523809523809523,0.41,0.474,0.393,0.455,1.0,39,6,23.0,4.0,2.0,16,39,161.0,21,5.0,11.0,11,28
Rudy Gobert,2014,2.311111111111111,0.15555555555555556,3.4444444444444446,0.17777777777777778,0.9111111111111111,0.486,0.486,0.486,,0.492,104,7,155.0,8.0,41.0,36,74,434.0,45,0.0,0.0,36,74
Archie Goodwin,2014,3.730769230769231,0.38461538461538464,1.6730769230769231,0.38461538461538464,0.21153846153846154,0.455,0.47,0.542,0.139,0.673,194,20,87.0,20.0,11.0,76,167,533.0,52,5.0,36.0,71,131
Jorge Gutierrez,2014,4.133333333333334,2.0,1.4666666666666666,0.6666666666666666,0.06666666666666667,0.463,0.491,0.524,0.25,0.75,62,30,22.0,10.0,1.0,25,54,244.0,15,3.0,12.0,22,42
Justin Hamilton,2014,3.25,0.0,0.875,0.625,0.0,0.45,0.525,0.545,0.333,1.0,26,0,7.0,5.0,0.0,9,20,72.0,8,3.0,9.0,6,11
Elias Harris,2014,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,,,0,1,1.0,1.0,0.0,0,1,11.0,2,0.0,0.0,0,1
Solomon Hill,2014,1.6785714285714286,0.42857142857142855,1.4642857142857142,0.17857142857142858,0.07142857142857142,0.425,0.513,0.588,0.304,0.857,47,12,41.0,5.0,2.0,17,40,226.0,28,7.0,23.0,10,17
Scotty Hopson,2014,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1,1,0.0,1.0,0.0,0,4,7.0,2,0.0,2.0,0,2
Robbie Hummel,2014,3.4150943396226414,0.4339622641509434,2.490566037735849,0.3018867924528302,0.03773584905660377,0.379,0.469,0.398,0.36,0.938,181,23,132.0,16.0,2.0,67,177,655.0,53,32.0,89.0,35,88
Sergey Karasev,2014,1.6818181818181819,0.2727272727272727,0.7272727272727273,0.13636363636363635,0.045454545454545456,0.343,0.4,0.5,0.211,0.9,37,6,16.0,3.0,1.0,12,35,156.0,22,4.0,19.0,8,16
Ryan Kelly,2014,8.0,1.6101694915254237,3.711864406779661,0.5423728813559322,0.7627118644067796,0.423,0.488,0.476,0.338,0.815,472,95,219.0,32.0,45.0,157,371,1312.0,59,48.0,142.0,109,229
Ognjen Kuzmic,2014,0.7142857142857143,0.09523809523809523,1.0,0.14285714285714285,0.19047619047619047,0.385,0.385,0.385,,0.455,15,2,21.0,3.0,4.0,5,13,92.0,21,0.0,0.0,5,13
Shane Larkin,2014,2.75,1.4791666666666667,0.875,0.5416666666666666,0.020833333333333332,0.38,0.423,0.404,0.316,0.64,132,71,42.0,26.0,1.0,52,137,489.0,48,12.0,38.0,40,99
Ricky Ledo,2014,1.7272727272727273,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.353,0.441,0.333,0.375,1.0,19,2,2.0,1.0,0.0,6,17,33.0,11,3.0,8.0,3,9
Alex Len,2014,2.0476190476190474,0.09523809523809523,2.357142857142857,0.09523809523809523,0.42857142857142855,0.423,0.423,0.423,,0.645,86,4,99.0,4.0,18.0,33,78,362.0,42,0.0,0.0,33,78
Ray McCallum,2014,6.222222222222222,2.6666666666666665,1.7555555555555555,0.4888888888888889,0.2,0.377,0.413,0.378,0.373,0.744,280,120,79.0,22.0,9.0,113,300,897.0,45,22.0,59.0,91,241
C.J. McCollum,2014,5.2894736842105265,0.7105263157894737,1.263157894736842,0.3684210526315789,0.05263157894736842,0.416,0.5,0.449,0.375,0.676,201,27,48.0,14.0,2.0,74,178,476.0,38,30.0,80.0,44,98
Ben McLemore,2014,8.78048780487805,1.0,2.8658536585365852,0.5487804878048781,0.21951219512195122,0.376,0.446,0.419,0.32,0.804,720,82,235.0,45.0,18.0,255,679,2187.0,82,95.0,297.0,160,382
Gal Mekel,2014,2.3548387096774195,2.032258064516129,0.8709677419354839,0.12903225806451613,0.03225806451612903,0.349,0.378,0.379,0.25,0.667,73,63,27.0,4.0,1.0,30,86,292.0,31,5.0,20.0,25,66
Tony Mitchell,2014,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6,0.6,0.75,0.0,,6,1,1.0,1.0,0.0,3,5,10.0,3,0.0,1.0,3,4
Shabazz Muhammad,2014,3.864864864864865,0.16216216216216217,1.4324324324324325,0.21621621621621623,0.02702702702702703,0.46,0.472,0.478,0.273,0.65,143,6,53.0,8.0,1.0,57,124,290.0,37,3.0,11.0,54,113
Erik Murphy,2014,0.25,0.08333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.231,0.231,0.3,0.0,,6,2,8.0,0.0,4.0,3,13,62.0,24,0.0,3.0,3,10
Toure' Murry,2014,2.7450980392156863,0.9607843137254902,0.8627450980392157,0.37254901960784315,0.0196078431372549,0.434,0.453,0.436,0.417,0.59,140,49,44.0,19.0,1.0,56,129,373.0,51,5.0,12.0,51,117
Mike Muscala,2014,3.8,0.35,2.6,0.15,0.5,0.425,0.425,0.443,0.0,1.0,76,7,52.0,3.0,10.0,31,73,215.0,20,0.0,3.0,31,70
Nemanja Nedovic,2014,1.0833333333333333,0.5416666666666666,0.625,0.0,0.041666666666666664,0.205,0.244,0.238,0.167,0.875,26,13,15.0,0.0,1.0,8,39,142.0,24,3.0,18.0,5,21
James Nunnally,2014,3.3846153846153846,0.6153846153846154,1.4615384615384615,0.46153846153846156,0.15384615384615385,0.326,0.413,0.333,0.32,0.667,44,8,19.0,6.0,2.0,15,46,165.0,13,8.0,25.0,7,21
Victor Oladipo,2014,13.825,4.0875,4.1125,1.6125,0.4625,0.419,0.458,0.448,0.327,0.78,1106,327,329.0,129.0,37.0,392,936,2487.0,80,74.0,226.0,318,710
Kelly Olynyk,2014,8.67142857142857,1.5571428571428572,5.214285714285714,0.5,0.38571428571428573,0.466,0.506,0.5,0.351,0.811,607,109,365.0,35.0,27.0,234,502,1400.0,70,40.0,114.0,194,388
Arinze Onuaku,2014,0.6,0.6,1.6,0.0,0.0,0.2,0.2,0.2,,0.5,3,3,8.0,0.0,0.0,1,5,30.0,5,0.0,0.0,1,5
Mason Plumlee,2014,7.428571428571429,0.8571428571428571,4.4,0.7,0.7857142857142857,0.659,0.659,0.666,0.0,0.626,520,60,308.0,49.0,55.0,199,302,1275.0,70,0.0,3.0,199,299
Otto Porter,2014,2.108108108108108,0.2702702702702703,1.5405405405405406,0.21621621621621623,0.02702702702702703,0.363,0.385,0.414,0.19,0.667,78,10,57.0,8.0,1.0,33,91,319.0,37,4.0,21.0,29,70
Phil Pressey,2014,2.84,3.2133333333333334,1.4,0.9066666666666666,0.06666666666666667,0.308,0.364,0.34,0.264,0.644,213,241,105.0,68.0,5.0,78,253,1132.0,75,28.0,106.0,50,147
Miroslav Raduljica,2014,3.7708333333333335,0.4791666666666667,2.25,0.14583333333333334,0.2708333333333333,0.54,0.54,0.54,,0.818,181,23,108.0,7.0,13.0,68,126,465.0,48,0.0,0.0,68,126
Andre Roberson,2014,1.875,0.375,2.35,0.475,0.25,0.485,0.5,0.564,0.154,0.7,75,15,94.0,19.0,10.0,33,68,399.0,40,2.0,13.0,31,55
Dennis Schroder,2014,3.7346938775510203,1.8979591836734695,1.2244897959183674,0.3469387755102041,0.0,0.383,0.41,0.425,0.238,0.674,183,93,60.0,17.0,0.0,72,188,641.0,49,10.0,42.0,62,146
Peyton Siva,2014,2.25,1.4166666666666667,0.5833333333333334,0.375,0.041666666666666664,0.316,0.377,0.344,0.28,0.733,54,34,14.0,9.0,1.0,18,57,224.0,24,7.0,25.0,11,32
Tony Snell,2014,4.4935064935064934,0.8831168831168831,1.6103896103896105,0.37662337662337664,0.19480519480519481,0.384,0.469,0.456,0.32,0.756,346,68,124.0,29.0,15.0,129,336,1231.0,77,57.0,178.0,72,158
James Southerland,2014,3.5,0.0,2.0,0.25,0.5,0.333,0.433,0.222,0.5,0.5,14,0,8.0,1.0,2.0,5,15,30.0,4,3.0,6.0,2,9
D.J. Stephens,2014,2.3333333333333335,0.0,1.6666666666666667,0.0,0.0,0.429,0.429,0.429,,1.0,7,0,5.0,0.0,0.0,3,7,15.0,3,0.0,0.0,3,7
Adonis Thomas,2014,2.3333333333333335,0.5,0.5,0.0,0.0,0.429,0.464,0.556,0.2,1.0,14,3,3.0,0.0,0.0,6,14,37.0,6,1.0,5.0,5,9
Hollis Thompson,2014,5.987012987012987,0.948051948051948,3.207792207792208,0.6883116883116883,0.15584415584415584,0.46,0.55,0.507,0.401,0.712,461,73,247.0,53.0,12.0,171,372,1742.0,77,67.0,167.0,104,205
Casper Ware,2014,5.333333333333333,1.1111111111111112,1.0,0.8888888888888888,0.0,0.429,0.512,0.524,0.333,0.833,48,10,9.0,8.0,0.0,18,42,116.0,9,7.0,21.0,11,21
Royce White,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0.0,0.0,0.0,0,1,9.0,3,0.0,0.0,0,1
Jeff Withey,2014,3.2758620689655173,0.4482758620689655,2.586206896551724,0.25862068965517243,0.8620689655172413,0.535,0.535,0.539,0.0,0.712,190,26,150.0,15.0,50.0,69,129,684.0,58,0.0,1.0,69,128
Nate Wolters,2014,7.189655172413793,3.2241379310344827,2.5689655172413794,0.603448275862069,0.25862068965517243,0.437,0.46,0.465,0.29,0.656,417,187,149.0,35.0,15.0,170,389,1309.0,58,18.0,62.0,152,327
Cody Zeller,2014,5.975609756097561,1.1219512195121952,4.304878048780488,0.4878048780487805,0.5,0.426,0.426,0.427,0.0,0.73,490,92,353.0,40.0,41.0,172,404,1416.0,82,0.0,1.0,172,403
Jordan Adams,2015,3.1333333333333333,0.5333333333333333,0.9333333333333333,0.5333333333333333,0.23333333333333334,0.407,0.465,0.41,0.4,0.609,94,16,28.0,16.0,7.0,35,86,248.0,30,10.0,25.0,25,61
Furkan Aldemir,2015,2.268292682926829,0.6829268292682927,4.2926829268292686,0.4146341463414634,0.3902439024390244,0.513,0.513,0.548,0.0,0.481,93,28,176.0,17.0,16.0,40,78,540.0,41,0.0,5.0,40,73
Kyle Anderson,2015,2.242424242424242,0.8484848484848485,2.1818181818181817,0.45454545454545453,0.21212121212121213,0.348,0.365,0.359,0.273,0.643,74,28,72.0,15.0,7.0,31,89,358.0,33,3.0,11.0,28,78
Cameron Bairstow,2015,0.5555555555555556,0.05555555555555555,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.214,0.214,0.214,,0.8,10,1,8.0,2.0,1.0,3,14,64.0,18,0.0,0.0,3,14
Jerrelle Benimon,2015,0.0,0.0,1.5,0.0,0.0,,,,,,0,0,3.0,0.0,0.0,0,0,3.0,2,0.0,0.0,0,0
Sim Bhullar,2015,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.5,,,2,1,1.0,0.0,1.0,1,2,3.0,3,0.0,0.0,1,2
Tarik Black,2015,6.015873015873016,0.6666666666666666,5.841269841269841,0.30158730158730157,0.38095238095238093,0.575,0.575,0.577,0.0,0.551,379,42,368.0,19.0,24.0,157,273,1196.0,63,0.0,1.0,157,272
Bojan Bogdanovic,2015,8.974358974358974,0.8717948717948718,2.730769230769231,0.4358974358974359,0.11538461538461539,0.453,0.532,0.531,0.355,0.821,700,68,213.0,34.0,9.0,261,576,1854.0,78,91.0,256.0,170,320
Jabari Brown,2015,11.947368421052632,2.1052631578947367,1.894736842105263,0.631578947368421,0.10526315789473684,0.412,0.479,0.435,0.371,0.753,227,40,36.0,12.0,2.0,70,170,568.0,19,23.0,62.0,47,108
Markel Brown,2015,4.595744680851064,0.8297872340425532,2.276595744680851,0.6595744680851063,0.2553191489361702,0.362,0.402,0.404,0.266,0.825,216,39,107.0,31.0,12.0,76,210,781.0,47,17.0,64.0,59,146
Bruno Caboclo,2015,1.25,0.0,0.25,0.0,0.125,0.333,0.417,0.222,0.667,,10,0,2.0,0.0,1.0,4,12,23.0,8,2.0,3.0,2,9
Clint Capela,2015,2.6666666666666665,0.16666666666666666,3.0,0.08333333333333333,0.75,0.483,0.483,0.483,,0.174,32,2,36.0,1.0,9.0,14,29,90.0,12,0.0,0.0,14,29
Will Cherry,2015,1.875,1.0,0.625,0.75,0.125,0.263,0.316,0.3,0.222,0.5,15,8,5.0,6.0,1.0,5,19,69.0,8,2.0,9.0,3,10
Patrick Christopher,2015,1.5,0.0,1.5,0.25,0.0,0.25,0.25,0.375,0.0,,6,0,6.0,1.0,0.0,3,12,29.0,4,0.0,4.0,3,8
Jordan Clarkson,2015,11.915254237288135,3.4915254237288136,3.23728813559322,0.864406779661017,0.2033898305084746,0.448,0.48,0.482,0.314,0.829,703,206,191.0,51.0,12.0,267,596,1476.0,59,38.0,121.0,229,475
Jack Cooley,2015,1.6875,0.0625,1.5625,0.375,0.1875,0.409,0.409,0.409,,0.429,27,1,25.0,6.0,3.0,9,22,87.0,16,0.0,0.0,9,22
Bryce Cotton,2015,5.333333333333333,1.0,1.2,0.26666666666666666,0.0,0.42,0.471,0.449,0.35,0.833,80,15,18.0,4.0,0.0,29,69,159.0,15,7.0,20.0,22,49
Andre Dawkins,2015,0.75,0.25,0.5,0.0,0.0,0.167,0.25,,0.167,,3,1,2.0,0.0,0.0,1,6,22.0,4,1.0,6.0,0,0
Spencer Dinwiddie,2015,4.264705882352941,3.0588235294117645,1.411764705882353,0.5588235294117647,0.17647058823529413,0.302,0.337,0.375,0.185,0.912,145,104,48.0,19.0,6.0,51,169,455.0,34,12.0,65.0,39,104
Zoran Dragic,2015,1.75,0.3125,0.5,0.125,0.0,0.367,0.417,0.5,0.214,0.6,28,5,8.0,2.0,0.0,11,30,75.0,16,3.0,14.0,8,16
Cleanthony Early,2015,5.384615384615385,0.9230769230769231,2.4871794871794872,0.6153846153846154,0.3076923076923077,0.355,0.407,0.415,0.262,0.75,210,36,97.0,24.0,12.0,76,214,647.0,39,22.0,84.0,54,130
James Ennis,2015,5.032258064516129,0.7741935483870968,2.838709677419355,0.4032258064516129,0.27419354838709675,0.409,0.472,0.461,0.326,0.84,312,48,176.0,25.0,17.0,101,247,1051.0,62,31.0,95.0,70,152
Tyler Ennis,2015,3.6666666666666665,2.212121212121212,1.0606060606060606,0.5454545454545454,0.15151515151515152,0.361,0.403,0.396,0.279,0.714,121,73,35.0,18.0,5.0,52,144,411.0,33,12.0,43.0,40,101
Dante Exum,2015,4.7926829268292686,2.4146341463414633,1.5975609756097562,0.5,0.17073170731707318,0.349,0.448,0.408,0.314,0.625,393,198,131.0,41.0,14.0,145,416,1817.0,82,83.0,264.0,62,152
Tim Frazier,2015,5.181818181818182,5.454545454545454,2.5454545454545454,0.7272727272727273,0.0,0.344,0.385,0.364,0.294,0.476,57,60,28.0,8.0,0.0,21,61,239.0,11,5.0,17.0,16,44
Langston Galloway,2015,11.844444444444445,3.3333333333333335,4.222222222222222,1.1555555555555554,0.26666666666666666,0.399,0.46,0.424,0.352,0.808,533,150,190.0,52.0,12.0,204,511,1457.0,45,62.0,176.0,142,335
Aaron Gordon,2015,5.170212765957447,0.7021276595744681,3.595744680851064,0.44680851063829785,0.46808510638297873,0.447,0.478,0.5,0.271,0.721,243,33,169.0,21.0,22.0,93,208,797.0,47,13.0,48.0,80,160
Drew Gordon,2015,1.8888888888888888,0.2222222222222222,2.0,0.1111111111111111,0.0,0.421,0.421,0.5,0.0,0.5,17,2,18.0,1.0,0.0,8,19,71.0,9,0.0,3.0,8,16
